ID,SalePrice
1461,125523.37097364225
1462,146234.01271284997
1463,189530.41903358378
1464,186852.4773656186
1465,212415.56071001673
1466,185920.79094777157
1467,154797.58367232178
1468,176771.46613228778
1469,163211.51847932424
1470,129285.02338884442
1471,158066.0512635679
1472,94736.66320722258
1473,98499.19802310043
1474,140858.2175459316
1475,111963.71510001838
1476,374818.5570744818
1477,279760.0482863088
1478,289535.09986375755
1479,305185.03145159554
1480,417946.8412504742
1481,351988.1996067073
1482,230601.10742282693
1483,178026.9853145883
1484,173163.65248445864
1485,178117.8371003624
1486,200971.57516130683
1487,322491.1653644084
1488,229156.89219038587
1489,203252.91982943233
1490,219454.2217445053
1491,203420.16875768997
1492,106512.88373590096
1493,161897.7598304013
1494,297302.8046020599
1495,281108.9938297238
1496,196314.4965261541
1497,209991.14253750723
1498,175706.7795776411
1499,156353.3850402467
1500,159209.66418812808
1501,193370.02177667912
1502,166926.99844073798
1503,222016.0424057001
1504,244708.20965702608
1505,216896.16439634791
1506,185171.6965248695
1507,268550.1188513515
1508,204020.15840532572
1509,175924.50806931139
1510,144842.0922164971
1511,143725.24695216224
1512,161335.01557359353
1513,175867.05868501725
1514,139875.87840591485
1515,213526.61249440868
1516,153553.76343273112
1517,139997.74226981285
1518,129379.41349533365
1519,188846.2198327785
1520,134997.3060901782
1521,139130.80367193322
1522,159493.8055266509
1523,143082.6793376304
1524,127709.8997540062
1525,125215.85817124265
1526,119940.03973281568
1527,105594.75619584408
1528,131963.51006120094
1529,137114.3406440749
1530,151730.39578144831
1531,124854.88263995174
1532,98072.49371416264
1533,136766.44250288245
1534,120862.73465291335
1535,147910.9741146675
1536,111023.56497143391
1537,97011.59132261497
1538,114022.45883331909
1539,140713.4426349254
1540,143794.36328372709
1541,122547.46659583182
1542,150017.24847923336
1543,156118.1631998491
1544,97061.72264196411
1545,119196.16705188813
1546,122649.91942081698
1547,136320.26720421025
1548,138241.5683898354
1549,113635.39449446542
1550,132686.74482377723
1551,104908.00860806793
1552,141318.2708139834
1553,121515.78267802414
1554,112812.11698968636
1555,183863.05096545644
1556,125752.9548265682
1557,107006.1704614681
1558,107515.74746486351
1559,131381.89280890013
1560,115093.7148321036
1561,142267.83327686923
1562,122275.30641182905
1563,122176.4174489388
1564,125417.37324014152
1565,152560.99349244943
1566,188890.80503952896
1567,96833.80308031522
1568,226550.22766948165
1569,130330.04797526277
1570,111134.65615187617
1571,129051.35664320782
1572,116866.32110430878
1573,175718.22398292218
1574,128996.16377675088
1575,172443.9204683725
1576,203705.8432181475
1577,184755.1457205173
1578,114919.14489854216
1579,158595.48581953457
1580,207676.2245058339
1581,149711.49322846634
1582,135560.1138052574
1583,238219.32132295214
1584,241382.64605727416
1585,139741.63954367532
1586,91765.23006603148
1587,109157.24103901905
1588,126257.72378709551
1589,112044.03990970983
1590,124604.21922369626
1591,109263.03256539443
1592,114161.98724468384
1593,105033.83255062609
1594,189004.7230269387
1595,137135.7170476124
1596,229205.8482018857
1597,200020.39820765745
1598,253053.05338872343
1599,133272.22409569094
1600,141256.75281718292
1601,80490.9233017641
1602,90454.54016129352
1603,75701.01268204737
1604,230184.68296522836
1605,216749.61279625742
1606,154617.49338999693
1607,166961.9440232359
1608,210730.78956605046
1609,200571.3028326891
1610,215294.303290031
1611,146998.22833432147
1612,185889.0840427032
1613,176605.99503732932
1614,86413.10346042801
1615,89731.18445051105
1616,100774.31467764695
1617,101740.670479108
1618,128157.41623531832
1619,136386.27009038904
1620,198349.9239745125
1621,165018.81057125737
1622,160295.57703051227
1623,203289.22736499674
1624,203484.13452901802
1625,122356.5957375017
1626,162437.22498615444
1627,186331.90371361386
1628,247224.2613383878
1629,185970.33222558806
1630,358391.1555226368
1631,261457.3706240068
1632,256895.01342321176
1633,171654.79928839533
1634,187881.36098008422
1635,176905.2892444532
1636,155421.8346079419
1637,191857.27724921677
1638,213328.40134761657
1639,184300.58245951662
1640,270637.8260555845
1641,186848.19483063612
1642,251330.34169672162
1643,247150.00793354862
1644,244384.25599258984
1645,177635.3570160883
1646,146933.62173717076
1647,152243.65968675082
1648,144172.52480672798
1649,138302.3323526424
1650,127992.62816917212
1651,129254.46028066862
1652,95647.57213320213
1653,95191.02808443495
1654,164305.42756004047
1655,121412.82017481264
1656,142237.73068859676
1657,165909.04912364105
1658,160340.85845573715
1659,126164.80561648413
1660,139344.65164628264
1661,438122.99096326693
1662,426940.4350678621
1663,331584.9892687641
1664,421827.3154642401
1665,297923.7269623619
1666,301350.1632459936
1667,408479.18538950174
1668,297801.3220101231
1669,273012.1543010518
1670,307487.3307909297
1671,294484.048139767
1672,382825.20941537776
1673,373600.367407688
1674,279822.0160319591
1675,228350.3838108654
1676,198740.14188725647
1677,232564.44373104692
1678,389879.2059349993
1679,348666.09620458697
1680,281766.82765698485
1681,239939.0051118201
1682,290804.59606680635
1683,228133.15877695783
1684,183385.81297283116
1685,184734.72386079587
1686,177158.44384288072
1687,176344.78703128663
1688,193163.77939952264
1689,191656.3743473625
1690,182948.26504573377
1691,172896.21628846962
1692,222517.48794452104
1693,176498.23916790914
1694,181750.43642451137
1695,175041.586179707
1696,247719.60580120035
1697,175085.53247783688
1698,348036.8570705715
1699,267038.88141895935
1700,266980.0691488776
1701,283623.45720151626
1702,242713.4513856488
1703,238720.20838933374
1704,241432.80959504758
1705,216887.42342065307
1706,320958.21943752817
1707,218632.15341268087
1708,216279.29599068873
1709,227989.63119364728
1710,217238.99794376458
1711,249018.20099474362
1712,253640.05943037212
1713,237075.2088019528
1714,223331.29819085237
1715,231387.2036248819
1716,174223.97864151248
1717,167616.39351014816
1718,167050.6011065863
1719,214555.46525802472
1720,191737.95006866805
1721,166732.82332972754
1722,166732.82332972754
1723,165672.80306229732
1724,189639.48798310425
1725,232105.6502194561
1726,195023.64755107855
1727,150681.75775385875
1728,184195.71098533456
1729,168833.2318634525
1730,159062.34151213427
1731,124547.6372539728
1732,118366.24693791902
1733,118542.2332923018
1734,128089.45542486
1735,121437.38531237384
1736,120659.4626914071
1737,278098.00350984436
1738,235606.60134165446
1739,305291.52359721705
1740,217964.66872066184
1741,183339.73648647356
1742,193359.3411646817
1743,188621.6342740526
1744,242891.58392187176
1745,252352.41396459492
1746,321372.6442676274
1747,210304.2785029552
1748,249929.5403953077
1749,155409.90935176675
1750,148417.98623823127
1751,232163.3685235191
1752,126198.2996491435
1753,164817.24410590084
1754,208182.32723185926
1755,158743.43871829603
1756,123500.45404381327
1757,121769.05504530932
1758,145517.06525817592
1759,167566.03555491002
1760,145626.8544719488
1761,147021.37472683855
1762,201395.85141387483
1763,161401.02615770156
1764,124301.8300067672
1765,172588.18471154736
1766,153849.51760378486
1767,166090.1989945327
1768,133364.98544733005
1769,146877.52762123902
1770,127862.94853004448
1771,136254.1359760906
1772,144941.51129495061
1773,136730.03027946898
1774,142992.4067876233
1775,127940.412499049
1776,130095.21823735749
1777,111016.88650262415
1778,125103.24324339659
1779,134994.58337062248
1780,148906.58465907024
1781,132588.64780536998
1782,111795.32032226845
1783,127344.69819852537
1784,93466.18964270315
1785,107445.30938208145
1786,165733.3047394958
1787,124432.8864322368
1788,95484.56812125287
1789,96397.96908570126
1790,79852.50238789909
1791,193861.87446846976
1792,151023.51186231876
1793,136218.88018637645
1794,125127.73335441099
1795,132645.96063198627
1796,134616.81826578864
1797,128821.5560187879
1798,129145.67471718423
1799,111868.96300938289
1800,136992.36819346176
1801,145780.30247057794
1802,145894.88992957817
1803,176520.2714448458
1804,111454.32296091029
1805,132667.37115510995
1806,123972.93018955232
1807,111873.9784470807
1808,110329.69620014653
1809,115269.62827189987
1810,135891.16468556414
1811,122347.33532066301
1812,114603.99725513543
1813,131400.84938156567
1814,96104.57556114953
1815,96074.02168815592
1816,95308.79495932288
1817,117158.0360359883
1818,133830.7685166645
1819,109871.62829048157
1820,89159.76933923514
1821,120230.56722167258
1822,117683.88227420147
1823,72990.38934483237
1824,123579.16076270779
1825,138153.8296172927
1826,111363.79632385066
1827,105996.76391205781
1828,140173.01875880192
1829,109764.57934362051
1830,131517.59676081047
1831,141027.06020465947
1832,124467.28916768079
1833,125529.1961587401
1834,115231.38458855446
1835,118699.99618569018
1836,113303.20916442612
1837,83486.08294083031
1838,91712.4023659571
1839,102710.25686894402
1840,112563.34936174162
1841,105863.41379406521
1842,103948.45915255246
1843,131650.7830060817
1844,136561.25545428228
1845,168751.97154447858
1846,132677.5306290026
1847,210033.23874970543
1848,102781.98324482779
1849,128360.79252307295
1850,113760.06961238165
1851,133643.92753462846
1852,112728.59287635038
1853,115103.36310518728
1854,151975.78392036443
1855,166421.50571450643
1856,208627.57793949582
1857,133092.85379938743
1858,178498.09638643268
1859,138129.88313900284
1860,123327.0522561592
1861,137006.32445710272
1862,245734.9957867132
1863,243282.35590823402
1864,243305.41453223318
1865,219871.7325642574
1866,222018.00800422305
1867,201367.10700567314
1868,231153.11233097152
1869,186476.11469228577
1870,186567.29439409272
1871,202005.57511605602
1872,196405.3749744391
1873,222902.58625653575
1874,158014.22282052814
1875,194340.71364021473
1876,214595.9267798502
1877,194715.86845304316
1878,197474.35625186696
1879,144330.39061541055
1880,141968.96070129875
1881,207616.87805770562
1882,258368.29869229996
1883,214949.52088039299
1884,227163.37111361095
1885,199427.23501688897
1886,225640.1097211523
1887,187285.80146559112
1888,211164.85638882848
1889,196085.6676678425
1890,119629.04926894697
1891,128173.16191672672
1892,106427.70697890852
1893,123995.97056048806
1894,117591.65341039849
1895,137015.05130676943
1896,114684.39000574083
