ID,SalePrice
1461,120712.51
1462,150687.45
1463,179924.25
1464,182991.19
1465,197640.17
1466,172792.53
1467,162110.06
1468,166377.03
1469,185571.22
1470,127740.875
1471,204500.72
1472,102721.5
1473,105836.79
1474,163418.12
1475,144218.47
1476,331988.1
1477,229599.84
1478,290280.72
1479,269221.6
1480,415960.62
1481,319865.94
1482,203059.31
1483,185274.86
1484,174003.98
1485,182904.98
1486,190845.9
1487,324481.34
1488,227901.31
1489,189992.39
1490,205857.52
1491,189909.78
1492,93781.49
1493,173943.92
1494,274614.28
1495,299670.66
1496,219166.6
1497,193784.58
1498,157086.81
1499,159227.22
1500,145517.14
1501,163807.73
1502,162708.86
1503,256271.3
1504,225359.84
1505,222237.61
1506,176553.28
1507,195263.1
1508,193267.06
1509,168389.45
1510,145159.12
1511,149348.92
1512,187207.45
1513,145257.58
1514,152213.69
1515,182539.05
1516,160230.73
1517,157008.17
1518,133611.73
1519,222864.17
1520,144748.27
1521,147821.66
1522,169669.69
1523,120197.54
1524,125825.22
1525,132277.33
1526,130814.695
1527,102271.19
1528,134983.92
1529,145159.12
1530,175646.23
1531,110712.89
1532,109467.41
1533,151083.17
1534,119231.22
1535,161798.55
1536,121147.875
1537,71963.97
1538,191219.38
1539,234946.48
1540,105978.805
1541,146860.83
1542,136178.92
1543,208400.73
1544,82724.945
1545,108358.516
1546,122483.02
1547,142303.44
1548,130078.98
1549,117554.336
1550,144751.31
1551,120849.484
1552,117191.336
1553,157324.28
1554,115218.63
1555,171537.62
1556,86877.17
1557,125749.65
1558,92459.016
1559,90487.22
1560,150488.84
1561,142383.66
1562,128300.42
1563,122857.51
1564,157406.98
1565,157645.69
1566,209978.36
1567,67614.336
1568,211546.34
1569,139465.23
1570,125445.17
1571,139919.64
1572,151185.94
1573,227007.84
1574,96533.73
1575,199230.75
1576,225548.84
1577,182747.2
1578,152975.06
1579,131888.47
1580,178795.5
1581,143273.67
1582,128433.48
1583,329080.84
1584,234249.58
1585,143160.45
1586,76377.58
1587,111486.234
1588,149594.95
1589,90046.2
1590,137270.94
1591,114298.46
1592,127434.984
1593,123083.375
1594,122244.74
1595,117171.43
1596,249727.44
1597,162369.69
1598,199582.75
1599,188058.48
1600,181252.25
1601,79314.59
1602,108251.11
1603,93572.53
1604,268117.03
1605,240834.62
1606,152755.52
1607,151393.12
1608,209811.64
1609,180936.05
1610,153692.92
1611,134437.03
1612,173763.2
1613,151448.42
1614,136201.39
1615,90881.76
1616,81535.836
1617,100415.39
1618,127243.48
1619,135131.67
1620,142329.9
1621,124172.07
1622,147246.2
1623,252445.0
1624,224167.84
1625,125267.39
1626,173980.77
1627,177428.8
1628,268565.4
1629,176259.38
1630,339034.53
1631,190159.0
1632,238487.8
1633,174038.19
1634,179343.69
1635,187709.62
1636,156744.56
1637,165794.62
1638,226149.78
1639,170496.77
1640,256629.33
1641,175584.27
1642,222482.55
1643,232312.08
1644,217370.2
1645,174922.08
1646,150176.44
1647,160181.86
1648,135934.6
1649,133386.12
1650,125385.6
1651,126565.72
1652,102721.5
1653,96105.03
1654,167929.34
1655,163330.72
1656,156992.16
1657,164944.58
1658,167951.14
1659,146462.06
1660,145816.64
1661,418973.22
1662,309399.44
1663,369794.78
1664,386045.44
1665,290280.72
1666,308864.03
1667,380771.78
1668,311926.9
1669,298259.03
1670,326064.3
1671,251778.52
1672,388343.3
1673,292492.16
1674,230839.9
1675,182617.06
1676,188190.53
1677,204500.72
1678,392060.84
1679,369297.5
1680,287733.2
1681,222842.27
1682,288191.84
1683,190773.11
1684,177260.52
1685,183562.73
1686,179715.22
1687,181264.86
1688,188138.84
1689,189939.86
1690,190702.36
1691,181992.55
1692,270593.84
1693,178665.44
1694,179846.38
1695,169965.56
1696,264607.0
1697,169965.56
1698,366855.4
1699,294514.75
1700,237441.39
1701,261883.16
1702,243540.62
1703,240455.5
1704,291475.78
1705,207413.14
1706,376644.1
1707,197363.67
1708,203613.33
1709,264389.3
1710,211952.03
1711,249591.73
1712,241494.48
1713,270593.3
1714,221027.53
1715,202132.48
1716,175035.55
1717,171974.81
1718,151557.8
1719,198864.58
1720,236857.42
1721,176284.42
1722,137449.36
1723,152296.02
1724,211433.2
1725,224041.11
1726,182493.97
1727,165675.3
1728,189766.94
1729,165320.97
1730,164622.11
1731,125117.92
1732,129869.49
1733,121626.1
1734,128697.586
1735,142662.98
1736,124607.664
1737,335459.38
1738,191256.77
1739,290079.25
1740,188673.4
1741,173936.3
1742,163807.73
1743,167017.7
1744,269702.16
1745,215339.7
1746,229586.05
1747,235115.97
1748,196128.31
1749,153114.45
1750,140197.2
1751,239955.4
1752,127137.69
1753,133611.73
1754,208361.0
1755,171532.39
1756,125338.62
1757,123413.67
1758,144445.86
1759,161759.97
1760,150276.73
1761,150202.08
1762,179114.64
1763,184475.11
1764,124971.48
1765,164127.22
1766,176880.56
1767,188404.94
1768,148998.81
1769,168561.84
1770,142984.3
